Audio ID,output transcriptions 1,output transcriptions 2,flipkart transcriptions 1,error 1,error 2,final word error rate
199,नील्स वे का परीक्षा वाला मुक्त,नील्स वे का परीक्षा वाला बुक,@ वीट टू इन वन @ क्लास थ्री का @ _ उल्टा @ परीक्षा वाला बुक,0.7272727272727273,0.6363636363636364,0.6363636363636364
200,किड्स चेक ट्रायल्स चाहिए था,किड्स चक ट्रायल्स चाहिए था,किड्स _ टॉयस चाहिए था @ _ साथिया @,0.6,0.6,0.6
201,मोटी से मोटी लड़की पहनने के लिए,मोटी से मोटी लड़की पहने के लिए, मोटी से मोटी लड़की पहनने के लिए कपड़े दिखाओ ,0.2222222222222222,0.3333333333333333,0.2222222222222222
202,उन्नीस हजार का मोबाइल दिखाये,उन्नीस हजार का मोबाइल दिखाए,उन्नीस हजार का मोबाइल दिखाइए ,0.2,0.2,0.2
203,सब का फोटो कितना है बोलिए,टू का फोटो कितना है बोलिए,@ _ @ _ का फोटो @ _ @ कितना है बोलिए @ _ @,0.2,0.2,0.2
204,हंड्रेड रूपीज स्लिपपर्स,हंड्रेड रूपीज स्लिप पर्स,@ _ @ हंड्रेड रूपीज स्लिपर्स  @ _ डूइंग वर्क @,0.3333333333333333,0.6,0.3333333333333333
205,लावन में ब्रेकिंग पहले व्हाट अकार्यानंदना यू,लावन में ब्रेकिंग पहले व्हाट अकार्यानंदना व्यू,@ _ @ डबल बेड बेडशीट @ _चल रहे हैं @ आई वांट डबल बेड बेडशीट @ _ साल पहले वर्ष अट्ठारह सौ तिरानब्बे में @ वेलवेट @ सिकागो के विश्वा धर्म सम्मेलन में स्वामी _ @,0.9615384615384616,0.9615384615384616,0.9615384615384616
207,जेन शॉर्ट फॉर मैन,जीन शॉर्ट फॉर मैन,@ _ @ जींस शर्ट फॉर मेन @ _ @,0.75,0.75,0.75
208,रास्ते से डीन,रास्ते से डील, सस्ती साड़ी ,1.5,1.5,1.5
209,हार्ट्स का वन फोर्टी फाइव टेन,हार्ट्स का वन फोर्टी फाइव पी,@ _ @ हार्ड डिस्क ऑफ वन फिफ्टी जी बी @ _ @,0.8571428571428571,0.8571428571428571,0.8571428571428571
210,ब्लू तक स्पीकर दिखाना,ब्लू तक स्वीकार दिखाना,@ मुझे कहीं पहुँचना है @ ब्लूटूथ स्पीकर दिखाना @ _ मै समझ गया @,0.6666666666666666,0.9,0.6666666666666666
211,सात साल बच्चे का एड्रेस कुछ बोलो,सात साल बच्चे का ड्रेस कुछ बोलो,@ _ @ साथ साल बच्चे का ड्रेस कुछ बोलो @ _ @,0.2857142857142857,0.14285714285714285,0.14285714285714285
212,हीरो होंडा बाइक स्टिक्स शर्मा बाइक,हीरो होंडा बाइक स्टिक्स शर्माई बाइक, हीरो होंडा बाइक स्टीकर्स फॉर माई बाइक ,0.42857142857142855,0.42857142857142855,0.42857142857142855
213,एड्रेस बताओ,एड्रेस बताऊ,@ _ @ ड्रेस बताओ @ _ @,0.5,1.0,0.5
214,हमारे इस बार पासपोर्ट,हमारी इस बार पासपोर्ट,@ _ @ _  स्मार्ट बैंड _ @ _ @,2.0,2.0,2.0
215,वी हैव इज स्टिल वर्थ हेलमेट अंडर प्रॉब्लम बिल,डू यू हैव ए स्टिल बर्थ हेलमेट अंडर प्रॉब्लम बिल,@ _ @ डू यू हैव स्टीलबर्ड हेलमेट अंडर थाउजेंड रूपीज @ _ @,0.875,0.625,0.625
216,जीरो में संगकारा की सेक्सी,जीरो में संग्राम की सेक्सी,@ _ @ शो में सम गुड राखी सेट्स @ _ @ टू गिफ्ट @ _ @,0.8333333333333334,0.8333333333333334,0.8333333333333334
217,नॉट फॉर इन वीवो,नोट फॉर इन वीवो,@ _ @ नोट फोर इन वीवो ,0.5,0.25,0.25
218,इन्दुलेखा ब्रिंग राज आयल फॉर हेयर ग्रोथ,हिंदु लेका ब्रिंग राज आयल फॉर हेयर ग्रोथ,@ _ @ इन्दुलेखा भ्रिंगराज ऑयल फॉर हेयर ग्रोथ @ _ @,0.5,0.8333333333333334,0.5
219,वे स्टेट्स में डिजाइन देखा ये,बे स्टेट्स में डिजाइन देखा ये,@ _ @ बेडशीट्स में डिजाइन दिखाइए @ _ @,1.0,1.0,1.0
220,मैं ही फोन साड़ी दिखाना है मुझे से सिफोन साड़ी चाहिए,मैं ही फोन साड़ी दिखाना है मुझे से स्पान साड़ी चाहिए,@ मुझे गलत _ मै बहुत सब्र से काम _ @ शिफॉन साड़ी दिखाना @ क्या करोगे तुम हाँ क्या करोगे  @ मुझे सिर्फ शिफॉन साड़ी चाहिए @ _ तुम्हे पता _@,0.782608695652174,0.782608695652174,0.782608695652174
221,वेल क्लॉक होगा क्या है,वाल्क क्लॉक होगा क्या है,@ _ @ वॉल क्लॉक होगा क्या @ _ @,0.5,0.5,0.5
222,बॉय शूट्स ऑन द ब्रांड ऑफ माई किंग,बॉय शूट्स ऑन द ब्रांड ऑफ लाइकिंग, बॉयज शूज फ्रॉम द ब्रांड ऑफ नाइकी ,0.7142857142857143,0.5714285714285714,0.5714285714285714
223,हैं हैं प्रक्रिया दिखाई है हैं हाँ हेलो मैं के ऑफ फोन करदे की ओर,हैं हैं प्रक्रिया दिखाई है हैं हाँ हेलो मैं के ऑफ फोन दर्जे की ओर,@ _ है हार्मनी एंड पीस प्रधान मंत्री मोदी ने जो बोला उसे _ @ टेबल चेयर दिखाइए ऑफिस के लिए @ _ दीपक _ ने कर दिखाया @ लो प्राइस में @ दीपक _ ऑक्सफोर्ड यूनिवर्सिटी की _ @,0.9642857142857143,0.9642857142857143,0.9642857142857143
224,नाइंटी इयर्स बॉय टी शर्ट पर मच,नाइंटी एस बॉय टी शर्ट पर मच, नाइंटीन इयर्स बॉय टी शर्ट हाउ मच ,0.2857142857142857,0.42857142857142855,0.2857142857142857
225,काला कलर का चश्मा दिखाना,काला कलन का चश्मा दिखाना,@ _ थे @ काला कलर का चश्मा दिखाना @ ना हम @,0.0,0.2,0.0
226,रेडमी रेडमी एट रोबर्ट और जीबी सिक्सटी फोर जीबी एक्सपेंडेबल जी वी के साथ,रेडमी रेडमी एट रोबर्ट और जीबी सिक्सटी फोर जीबी एक्सपेंडेबल जीवी के साथ,@ बेमिसाल _ @ रेडमी रेडमी एट रूबी रेड फोर जी बी सिक्सटी फोर जी बी एक्स्पेंडेबल जी बी के साथ @ _ हु  @,0.5294117647058824,0.5882352941176471,0.5294117647058824
227,सेल्फी स्टिक,सेल्फी स्टिक का,@ _ @ सेल्फी स्टिक @ _ @,0.0,0.5,0.0
228,इन फीनिक्स मोबाइल लेटेस्ट वन विथ एट जीबी रैम,इन फिनिक्स मोबाइल लेटेस्ट वन विथ एट जीबी रैम, इनफिनिक्स मोबाइल लेटेस्ट वन विथ एट जी बी रैम @ _ @,0.4444444444444444,0.4444444444444444,0.4444444444444444
229,जेबीएल ब्लूटूथ चाहिए मैडम अच्छा डिस्काउंट है,जे बी एल ब्लूटूथ चाहिए मैडम अच्छा डिस्काउंट है,@ _ @ जे बी एल ब्लूटूथ चाहिए मैडम @ _ @ अच्छा डिस्काउंट पे @ _ @,0.4444444444444444,0.1111111111111111,0.1111111111111111
230,लाइट वाली मशीन कटिंग करने वाला है,लाइट वाली मशीन कटिंग करने वाला, लाइट वाली मशीन कटिंग करने वाला ,0.16666666666666666,0.0,0.0
231,आई वांट लेदर जैकेट,आई वांट लेदर जैकेट्स,@ _ @ आई वांट लेदर जैकेट @ _ @,0.0,0.25,0.0
232,यह फॉक्स डियर ट्रेन कितने का है,यह फोर्क डियर ट्रेन कितने का है, ये फॉग डियोड्रेंट कितने का है ,0.6666666666666666,0.6666666666666666,0.6666666666666666
233,मैरी गोल्ड बिस्किट कितने का है,मैरीगोल्ड डिस्केट कितने का है, मैरी गोल्ड बिस्कुट कितने का है ,0.16666666666666666,0.5,0.16666666666666666
234,नीविया फुटबाल ब्लू एंड ग्रीन कलर कॉम्बिनेशन,नीविया फुटबॉल ब्लू एंड ग्रीन कलर कॉम्बिनेशन,@ _ @ निविया फुटबॉल @ _ @ ब्लू एंड ग्रीन कलर कॉम्बिनेशन ,0.2857142857142857,0.14285714285714285,0.14285714285714285
235,मोटोरोला हैज सर नया वाला फिर का,मोटोरोला है सर नया वाला फिर का,@ _ @ मोटोरोला का एसर नया वाला सिप वाला @ _ @,0.5714285714285714,0.5714285714285714,0.5714285714285714
236,क्यों में मामा और ऑन योर शैंपू एंड हेयर ऑयल आरजीबी सारा निकालो जल्दी,क्यों में मामा और ऑन योर शैंपू एंड हेयर ऑयल आरडीबी सारा निकालो जल्दी, शो मी मामाअर्थ ओनियन शैंपू एंड हेयर ऑयल @ _ @,1.25,1.25,1.25
237,एक्टर्स के टॉप प्लाजा,ए इंटर्न्स के टॉप प्लाजा, गर्ल्स के टॉप प्लाजा ,0.25,0.5,0.25
238,शो सम जैकेट्स,शो सम जैकेट्स फ्रॉम,@ सुनता _ @ शो सम जैकेट्स फॉर बॉयज @ नाम अपना @,0.4,0.4,0.4
239,ही सरकारों टी फाइव मुझे नहीं पता करें मोबाइल फोन ऑनलाइन,ही सरकारों टी फाइव मुझे नहीं पता करें मोबाइल फोन ऑनलाइन माना,@ _ मो मोंटी भाई मुझे ना पता _ @ रेडमी  मोबाइल फोन ऑनलाइन @ मोंटी भाई @,0.6666666666666666,0.6666666666666666,0.6666666666666666
240,वी हैव द स्टैंडर्ड एयर जॉर्डन वन,यू हैव द स्टैंडर्ड एयर जॉर्डन वन, डू यू हैव द स्टैंडर्ड एयर _ वन ,0.42857142857142855,0.2857142857142857,0.2857142857142857
241,इज द कैश ऑन डिलिवरी अवेलेबल फॉर स्पोर्ट शूज,इज द कैश ऑन डिलीवरी अवेलेबल फॉर स्पोर्ट शूज,@ _ @ इस देयर कैश ऑन डिलीवरी अवेलेबल फॉर स्पोर्ट्स शूज @ _ हाँ @,0.4444444444444444,0.3333333333333333,0.3333333333333333
242,एड ली सिन में बास्केट,हैडली सिन में बास्केट, ऐड लेज इन माई बास्केट ,0.8,0.8,0.8
243,फ्रेम्स का नाइट पेन है क्या आपके पास,फ्रेम्स का नाइट पैन है क्या आपके पास,@ _ @ जेंट्स का नाइट पैंट है क्या आपके पास ,0.25,0.25,0.25
245,जोर्जेट सारी स्वीट इन थाउजेंड,जार्जेट सारीस विदिन थाउजेंड, जोर्जेट साड़ीज विदिन थाउजेंड ,0.75,0.5,0.5
246,स्केटबोर्ड रखते हो,स्केटबोर्ड रखते हों,@ _ @ स्केटबोर्ड रखते हो @ _ टू द _ @,0.0,0.3333333333333333,0.0
247,हम स्वामी ऑल द कटिंग प्रोडक्ट्स इन क्लिपार्ट,हम स्वामी ऑल एक कटिंग प्रोडक्ट्स इन क्लिपार्ट, शो मी ऑल @ एक्सेस _ @ हेयर कटिंग प्रोडक्ट्स इन फ्लिपकार्ट ,0.5555555555555556,0.5555555555555556,0.5555555555555556
248,आपके पास रबर हैंड क्लोज है क्या,आपके पास रबर हैंड क्लोज हैं क्या, आपके पास रबर हैंड ग्लब्स है क्या @ _ @,0.14285714285714285,0.2857142857142857,0.14285714285714285
249,गाय का देसी घी कार्ट में डाल दो,गाय का देशी घी कार्ट में डाल दो,  गाय का देसी घी कार्ट में डाल दो @ _ सा रे _ @,0.0,0.125,0.0
250,फ्रॉम अर्ली,फ्रॉम अनार्किस्ट,@ _ ओ कुछ _ @ शो मी अनारकली सूट्स @ कमाल @,1.0,1.0,1.0
251,यह पार्ले जी स्केट कितने का है,यह पार्ले चीप्स्केट कितने का है, पारले जी बिस्किट कितने का है,0.5,0.5,0.5
252,कैन आई वॉच मोर एक्साइटिंग डील्स ऑन फ्लिपकार्ट,कैन आई वॉच मोर एक्साइटिंग डील्स ऑन शिकस्,कैन आई वाच मोर एक्साइटिंग डील्स ऑन फ्लिपकार्ट ,0.125,0.25,0.125
253,एक फास्ट ट्रैक की घड़ी दिखाकर,एक फास्ट ट्रैक की घड़ी दिखाओ,एक फास्टट्रैक की घड़ी दिखाओ @ कश्मीरी लाल मिर्ची पाउडर @,0.6,0.4,0.4
254,उसका कहा और कहा कि किलेबंदी चाहिए होता है उनकी पहली कार है जो दुर्गा साथ,उसका कहा और कहा कि किलेबंदी चाहिए होता है उनकी पहली कहाँ है जो दुर्गा साथ,@ _ कहावत कहा करते थे @ छोटे सा बैंक चाहिए मुझे @ _ उनकी पहली _ जो दुर्बल का साथ _ @,0.8,0.8,0.8
255,यू नो हाउ ही सेट दिखाइये,हेलो हाँ जी समेलिंग सेट दिखाइये, @ _ @ कूकिंग सेट दिखाइए ,1.6666666666666667,1.6666666666666667,1.6666666666666667
256,शो में रेड कलर बैंगलोर,शो में रेड कलर बैंगल्स, शो मी रेड कलर बैंगल @ _ @,0.4,0.4,0.4
257,प्ले स्टेशन फाइव पागल है क्या में,प्ले स्टेशन फाइव पागल है क्या मैं, प्ले स्टेशन फाइव एवेलेबल है क्या @ फ्लिपकार्ट मे @,0.3333333333333333,0.3333333333333333,0.3333333333333333
260,अमेश दे पार्टी की बुक मिलेगी क्या,अनीश पी पार्टी की बुक मिलेगी क्या,अमीश त्रिपाठी की बुक मिलेगी क्या ,0.5,0.5,0.5
261,किल वाजश्रवा दाता का रेट कितना पड़ेगा,किल वाज चीरवा दाता का रेट कितना पड़ेगा, किलो आशीर्वाद आटा का रेट कितना पड़ेगा ,0.42857142857142855,0.5714285714285714,0.42857142857142855
262,छोटे बच्चों की साइकिल,छोटे बच्चों की साइकल,छोटे बच्चों की साइकिल ,0.0,0.25,0.0
263,वाइल्ड क्राफ्ट पॉल्यूशन मास्क एंटीबैक्टीरियल मास्क,वाइल्ड क्राफ्ट पॉल्यूशन मास्क एंटीबैक्टेरियल मास्क,वाइल्ड क्राफ्ट पॉल्यूशन मास्क एंटी बैक्टीरियल मास्क ,0.2857142857142857,0.2857142857142857,0.2857142857142857
264,सो वी सी साड़ी,शो मी द सी साड़ी, शो मी बनारसी साड़ी ,0.75,0.5,0.5
265,विंडो कर्टेन्स में क्या है आपके पास,विंडो कर्टेन्स में क्या है आप के पास,विंडो कार्टस मे क्या है आप के पास  @ तेरे इश्क मे खुद ही _ @,0.5,0.25,0.25
267,मिल्टन थॉमस टेन फाइव हंड्रेड एमएल फ्लास्क,मिल्टन थॉमस टेन फाइव हंड्रेड एमएल क्लास,@ _ @ मिल्टन थर्मस स्टील फाइव हंड्रेड एम एल फ्लास्क @ _ @,0.5,0.625,0.5
268,लहंगा दिखाओ सीम्स दिखाओ,लहंगा दिखाओ सेल्स दिखाओ, लहंगा दिखायो पिंक दिखायो,0.75,0.75,0.75
269,शो में क्लचिस एंड क्लीन बैग्स,शो में क्लचिस एंड क्लीन बैक, शो मी क्लचिस एंड स्लिम बैग्स ,0.3333333333333333,0.5,0.3333333333333333
270,सैमसंग फोर स्टर फ्रिज का रेफरेंट का प्राइस क्या होगा,सैमसंग फोर स्टर फ्रिज का रेप्लेट का प्राइस क्या होगा, सैमसंग फोस्टर फ्रीज का रेफ्रिजरेटर का प्राइस क्या होगा @ _ @,0.4444444444444444,0.4444444444444444,0.4444444444444444
271,शो मी ए माइक्रोवेव ओवन आई एल बी बिलो टेके,शो मी ए माइक्रोवेव ओवन आई एल वी बिलोंग टेके,शो मी ए माइक्रोवेव ओवन ऑफ @ खाने मे क्या बनाए @ आई एफ बी बिलो टेन के ,0.5,0.625,0.5
272,बारिश से बचने के लिए खाता देना,बारिश से बचने के लिए खाना देना,बारिश से बचने के लिए छाता देना @ _ कर लिया @,0.14285714285714285,0.14285714285714285,0.14285714285714285
273,छाता है क्या,जाता है क्या, छाता है क्या ,0.0,0.3333333333333333,0.0
274,मैं अभी चार्ली,मैं अभी चार्जेज,@ क्लाइंट _ @ हमें बहस तो नही चाहिए ,1.0,1.0,1.0
275,एक बढ़िया क्वॉलिटी के लोग की जरूरत है मुझे,एक बढ़िया क्वालिटी के लोग की जरूरत है मुझे,एक बढ़िया क्वालिटी के लॉक की जरुरत है मुझे ,0.3333333333333333,0.2222222222222222,0.2222222222222222
276,एथनिक वियर भी है क्या हां की पहचान बच्चों की शिवराज मामा की,एथनिक वियर भी है क्या हाँ की पहचान बच्चों की शिवराज मामा की,@ मध्य प्रदेश _ @ एथिनिक वियर भी है क्या @ पहचान बच्चों के शिवराज मामा की है @,0.5,0.5,0.5
277,तो हाँ जी इसका पार्ट वाज दिखा लो,तो हाँ जी इसका पार्ट वाज देखता रहा, @ _ राशि @ आर्ट वॉच दिखा दो ,1.4,1.6,1.4
278,कुछ नया आइटम्स दिखाओ नहीं नहीं,कुछ नया आइटम्स दिखाओ नहीं,कुछ नया आइटम दिखायो @ और पास दे दू _ नहीं नहीं @,0.6,0.7,0.6
279,भाग्य लक्ष्मी तो हाँ पैसे दो लेना,भाग्य लक्ष्मी को हाँ पैसे दो लेना,@ _ @ भाग्य लक्ष्मी पोहा पैकेट दो देना @ _ @,0.6666666666666666,0.6666666666666666,0.6666666666666666
280,स्टाइल टाइल्स बैंड,स्टाइल टाइल्स बैड, स्टाइलिश स्टाइलिश बेड ,1.0,1.0,1.0
281,फोल्डिंग वाली डाइनिंग टेबल है क्या अपने पास,होल्डिंग वाली डाइनिंग टेबल है क्या अपने पास,फोल्डिंग वाली डाइनिंग टेबल है क्या आप के पास,0.2222222222222222,0.3333333333333333,0.2222222222222222
282,रेडमी केट मंडी प्रो प्लेन रेड,रेडमी केट मंडे प्रो प्लेन रेड,@ _ @ रेडमी के ट्वेंटी प्रो @ _ @ फ्लेम रेड @ _ @,0.5,0.5,0.5
283,एक किलो अदरक का क्या मोल है,एक किलो अदरक का क्या मॉल है,एक किलो अदरक का क्या मोल है ,0.0,0.14285714285714285,0.0
284,आई वांट टू गुड इन थ्री कलर अभी मेरा,आई वांट टू गुड इन थ्री कोर अभी मेरा, आई वांट वुडन थ्री डोर अल्मीरा @ _ @,1.0,1.0,1.0
285,जोर्जेट सारी स्वीट इन थाउजेंड,जार्जेट सारीस विदिन थाउजेंड,जॉर्जट साड़ीज विद इन थाउजेंड ,0.6,0.8,0.6
286,फोन बिलो फाइव थाउजेंड,फोन्स बिलो फाइव थाउजेंड, @ आजा _ @ फोन्स बिलो फाइव थाउजेंड @ _ @,0.25,0.0,0.0
287,क्वीन साइज़ बेड शीट,क्वीन साइज़ बेडशीट,क्वीन साइज बेडशीट,1.0,0.3333333333333333,0.3333333333333333
288,कुछ और दिखाई है ब्लेजर में,कुछ और दिखाइए ब्लेजर में,कुछ और दिखाइए ब्लेज़र मे @ _ में @,0.5,0.3333333333333333,0.3333333333333333
290,ए टू साईट सेवन वाला लैपटॉप दिखाईए,एसयूसीआई सेवन वाला लैपटॉप दिखाईए,असूस आई सेवन वाला लैपटॉप दिखाइए  ,0.6666666666666666,0.5,0.5
291,सुन्दर सा एक्ट्रेस तरीका दिखा,सुन्दर से एक्ट्रेस तरीका दिखा,सुन्दर सा एक ड्रेस परी का दिखा ,0.5714285714285714,0.7142857142857143,0.5714285714285714
292,प्लास्टिक के कंटेनर्स दिखा दो एक बार,प्लास्टिक के कंटेनर्स देखा दो एक बार,प्लास्टिक के कंटेनर दिखा दो एक बार ,0.14285714285714285,0.2857142857142857,0.14285714285714285
293,पानी पानी का मुझे टेबल चाहिए नालियां,पानी पानी का मुझे टेबल चाहिए डांसर,@ रानी पानी ले कर आना बेटा @ मुझे टेबल चाहिए @ रानी सुन रहे हैं क्या बेटा  @,0.7333333333333333,0.7333333333333333,0.7333333333333333
295,आई वांट बनारसी सिल्क सारी अंडर टू थाउजेंड रूपीज,आई वांट बनारसी सिल्क साडी अंडर टू थाउजेंड रूपीज,आई वांट बनारसी सिल्क साड़ी अंडर टू थाउजेंड रूपीज @ _ बाहों तेरे @,0.1111111111111111,0.1111111111111111,0.1111111111111111
296,सोफा लेदर वाला लेकिन वाला सोमालिया,सोफा लेदर वाला लेकिन वाला शोकांतिका, सोफा लेदर वाला लेदर वाला सोफा दिखाओ @ क्या ले @,0.42857142857142855,0.42857142857142855,0.42857142857142855
297,टेडी बेयर फॉर गर्ल्स,टेडी बियर फॉर गर्ल्स,टेडी बेयर फॉर गर्ल्स ,0.0,0.25,0.0
298,डिनर से दिखाए थोड़ा सस्ता वाला सस्ता सस्ता चावल,डिनर से दिखाया थोड़ा सस्ता वाला सस्ता सस्ता चावल,डिनर सेट दिखाइए थोड़ा सस्ता वाला @ अच्छा अच्छा वाला @ सस्ता सस्ता और अच्छा वाला @ जांच करने की बात @,0.6666666666666666,0.6666666666666666,0.6666666666666666
299,एक्स कोलगेट दिखाओ,इट्स कोलगेट दिखाओ, @ _ एक सुकून @ कोलगेट दिखाओ @ मिला @,0.5,0.5,0.5
300,शो मी द फिगर एंड आशीर्वाद आटा टेन केजी,शो मी द फिगर एंड आशीर्वाद आटा टेन के,शो मी मधु शुगर एंड आशीर्वाद आटा टेन केजी ,0.2222222222222222,0.3333333333333333,0.2222222222222222
301,इन स्पोर्ट सेड में,इस स्पोर्ट सेड में,@ इज बिहार @ शिफॉन साड़ी @  _ @,1.0,1.0,1.0
302,हैव लिखा था कूलर मंगवा दो मेरे लिए,हैव लिखा था कूलर मंगवा लो मेरे लिए,@ _ बस वो लिखा था बुआ @ कूलर मंगवा दो मेरे लिए @ _ @,0.3,0.4,0.3
303,कूलर की रेंज क्या है,कूलर की रेंज क्या हैं,@ _ @ कूलर के रेंज क्या हैं @ _ @,0.4,0.2,0.2
304,टैबलेट की लिस्ट दिखा दो,टेबलेट की लिस्ट दिखा दो,@ _ @ टैबलेट की लिस्ट दिखा दो @ _ @ ,0.0,0.2,0.0
305,ए गुड ड्रिंक लाइट इन अफोर्डेबल प्राइस,ए गुड ड्रिंक लाइफ इन अफोर्डेबल प्राइस,@ _ @ ए गुड रिंग लाइट आई ए अफोर्डेबल प्राइस ,0.375,0.5,0.375
306,प्रचीता डिजिटल बच्चा,प्रचीता डिजिटल बच्च,वाटरप्रूफ डिजिटल वॉच ,0.6666666666666666,0.6666666666666666,0.6666666666666666
307,बच्चों का नाम पर मिलेगा इधर,बच्चों का नाय पर मिलेगा इधर,बच्चों का डायपर मिलेगा इधर ,0.4,0.4,0.4
308,अपना हो गया टोटल सात तार हैं शिवराज के प्रदेश चेहरा,अपना हो गया टोटल सात तार है शिवराज के प्रदेश चेहरा,कितना होगया टोटल @ बहुत दमदार हैं _ @,1.5,1.6666666666666667,1.5
309,मुझे एक किलो मैदा चाहिए,मुझे एक किलो मिला चाहिए,मुझे एक किलो मैदा चाहिए ,0.0,0.2,0.0
310,डबल बेड का मैट्रेस दिखा दो,डबल बेड का मेट्रेस दिखा दो, @ थैंक्यू _ @डबल बेड का मैट्रेस दिख दो @ आई लव यू @,0.16666666666666666,0.3333333333333333,0.16666666666666666
311,अब बस हो गया,अब बस हो गया है,@ जान _ @ अब बस हो गया @ ये पुलिस वाले _ @,0.0,0.25,0.0
312,क्या आप मुझे कार मारे योता रेट बता सकते हैं,क्या आप मुझे कार मारे योगा रेट बता सकते हैं,@ _ @ क्या आप मुझे कारवां रेडियो का रेट बता सकते हैं ,0.3,0.3,0.3
313,छोटे बच्चों के जमशेद दिखाना,छोटे बच्चों के जम्शेद दिखाना,@ _ @ छोटे बच्चो के जंपसूट दिखाना @ क्या मसला होगा _ @,0.4,0.4,0.4
314,कैप्टन अमेरिका वाला शील्ड,कैप्टन अमेरिका वाला शील,@ _ @ कैप्टन अमेरिका वाला शील्ड @ _ @,0.0,0.25,0.0
315,गैस स्टोव चाहिए,गैस स्टॉप चाहिए,@ _ @ गैस स्टोव चाहिए @ _ @,0.0,0.3333333333333333,0.0
316,विटामिन सी टैबलेट,विटामिन सी टेबलेट,@ _ @ विटामिन सी टैबलेट @ _ @,0.0,0.3333333333333333,0.0
317,अब मुझे शायद न्यू मॉडल ने की निसान्स स्टेक्स,अब मुझे शायद न्यू मॉडल नेकी निसान्स स्टेक्स,@ _ @ हाउ मच इज फाइव न्यू मॉडल नाइकी _ स्नीकर्स @ _ @,1.0,0.875,0.875
318,अजन्ता वाली वॉल की घड़ी,अजन्ता वाली वाल की घड़ी,@ _ @ अजन्ता वाली वॉल की घड़ी @ _ @,0.0,0.2,0.0
319,प्रेशर कुकर चाहिए था,प्रेशर कूकर चाहिए था,@ _ @ प्रेशर कुकर चाहिए था @ _ @,0.0,0.25,0.0
320,लेनोवो के सस्ते वाले लैपटॉप दिखाओ,दिनों के सस्ते वाले लैपटॉप दिखाओ,लेनोवो के सस्ते वाले लैपटॉप दिखाओ @ हू कनफर्म्ड माई केस ऑफ कोविड नाइंटीन @,0.0,0.16666666666666666,0.0
321,नहीं बेटा आप लक्ष्य को देखती हैं नास्तिक,नहीं बेटा आप लक्ष्य को देखती हैं नास्तिक में,@ भेदता पार्थ लक्ष्य को भेदती हैं धनुर्धर की आंखें महाराज की @ जॉयस्टिक @तुम्हारी आँखों में @,0.8181818181818182,0.8,0.8
322,ये फेरे हैंड सम चिप में कहा है,ये फेरें हैंडसम चिप में कहा है, ये फेयर एंड हैंडसम कितने का हैं ,1.0,0.8571428571428571,0.8571428571428571
323,दूंगी लुंगी चाहिए,लुंगी लुंगी चाहिए,@ _ नाइटी भी _ @ लुंगी लुंगी चाहिए ,0.3333333333333333,0.0,0.0
324,एक्टिवा फोर जी कितने का प्राइस कितना है इसका,एक्टिवा फोर जी कितने का प्राइस कितना है उसका, एक्टिवा फोर जी कितने का हैं प्राइस कितना हैं इसका ,0.2,0.3,0.2
325,आई वांट लैक्मे नाइन टू फाइव प्राइमर विद मेटलिक कलर,आई वांट लैक्मे नाइन टू फाइव प्राइम विद मेटलिक कलर,आई वांट लैक्मे नाइन टू फाइव प्राइमर विथ मैट लिप कलर ,0.2727272727272727,0.36363636363636365,0.2727272727272727
326,मुझे नॉन स्टिक तवा और होकर चाहिए,मुझे नॉन स्टिक तवा और पोकर चाहिए, मुझे नॉन स्टिक तवा और कुकर चाहिए @ _ @,0.14285714285714285,0.14285714285714285,0.14285714285714285
327,वाट सादेकैन पोर्ट्स अनदर सेक्शन ऑफ केबल ऑफ,वाट सादेकैन पोर्ट्स बट अनदर सेक्शन ऑफ केबल ऑफ,@ _ साइलेंट टू _ @ डॉगी शैंपू @ इट इज इंपॉर्टेंट टू नो दैट एनोदर सेक्शन ऑफ केबल _ @,0.8,0.8,0.8
328,वी गेट यूपीएस दिखाइए,वी गेट यूपीएस दिखाइये,@ _ @ वी गार्ड यू पी एस दिखाइए @ _ @,0.6666666666666666,0.8333333333333334,0.6666666666666666
329,और बताओ ब्रेसलेट है क्या पूरे,और बताओ ब्रेसलेट है क्या पूरी,@ जापान हैं @ और बताओ ब्रेसलेट हैं क्या @ और साउथ कोरिया और जापान @,0.4,0.4,0.4
330,अच्छा अमेरिकन्स सिंगिंग मिच के जिस्मों प्रेस योर फोर्टी,अच्छा अमेरिकन्स सिंगिंग मिच के जिस्मों प्रेस योर फार्टिंग,@ _ @ चुनरी दिखा दो गर्ल्स चुनरी @ व्हिच गिव्स यू _ @,1.125,1.125,1.125
331,रियर में फाइव इयर्स के लिए फास्ट चार्जर चाहिए,रियर में फाइव इयर्स के लिए फास्ट चार्जर चाहिए के,@ _ @ रियलमी फाइव एस के लिए फास्ट चार्जर चाहिए @ _ @,0.375,0.5,0.375
332,फुल मून पैकेट को कार्ड से हटा दीजिये,फूल मून पैकेट को कार्ड से हटा दीजिये, होल मूंग पैकेट को कार्ट से हटा दीजिये ,0.375,0.375,0.375
333,सो मेरा नहीं शूज अंडर फाइव हंड्रेड,सो मेरा नहीं शोज अंडर फाइव हंड्रेड, शो मी रनिंग शूज @ _ @ अंडर फाइव हंड्रेड @ _ @,0.42857142857142855,0.5714285714285714,0.42857142857142855
